JO_REQST_NO,JO_REGIST_NO,CMPNY_NM,BSNS_SUMRY_CN,RCRIT_JSSFC_CMMN_CODE_SE,JOBCODE_NM,RCRIT_NMPR_CO,ACDMCR_CMMN_CODE_SE,ACDMCR_NM,EMPLYM_STLE_CMMN_CODE_SE,EMPLYM_STLE_CMMN_MM,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,DTY_CN,CAREER_CND_CMMN_CODE_SE,CAREER_CND_NM,HOPE_WAGE,RET_GRANTS_NM,WORK_TIME_NM,WORK_TM_NM,HOLIDAY_NM,WEEK_WORK_HR,JO_FEINSR_SBSCRB_NM,RCEPT_CLOS_NM,RCEPT_MTH_IEM_NM,MODEL_MTH_NM,RCEPT_MTH_NM,PRECENTN_PAPERS_NM,MNGR_NM,MNGR_PHON_NO,MNGR_INSTT_NM,BASS_ADRES_CN,JO_SJ,JO_REG_DT,GUI_LN,latitude,longitude
J324202401290003,DdA3242401292019,뉴스타트병원,정형외과병원,531204,병원 급식 조리사,1,J00100,관계없음,J01101,상용직,서울 송파구,,"- 직무내용 : 조리 및 주방 관리
- 식수 : 조식(환자 40명, 직원 10명), 중식(환자40명, 직원40명), 석식(환자40명, 직원10명)
- 조리사 자격증 필수
- 인근 거주자, 유관 업무 경력자 우대
- 1~2일 근무, 1일 휴무 / 평균 주4일 근무 / 월 11~12회 휴무
- 05:30~18:30(휴게 08:50~10:20, 13:50~15:20)/ 근무 시간 조정 가능
- 연봉 2,900만원

* 문의 : 전화 02-407-7700(내선832), 010-5114-5571 / 이메일(jw5571@daum.net)",J01300,무관,최소연봉 / 2900만원 ,퇴직금,05:30~18:30,주간,기타,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문 팩스 기타 ,,홍수희,02-2147-3682,송파구,서울특별시 송파구 송이로 76  (가락동) 뉴스타트병원,[가락동-뉴스타트병원] 조리사 모집,2024-01-29,(연봉)2900만원 / 서울 송파구 / 경력 무관,37.499083,127.11947
J310202401290009,DdA3102401292073,케어링 방문요양센터 서울 도봉점,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 도봉구,,"4등급 여자어르신(90대) 방문 케어
- 방학동 대상타운현대아파트 거주
- 가족동거
- 기저귀 케어, 운동도움 등 어르신 위주 케어(식사조리 없음)
- 주6일, 09-12시(공단급여) 및 14-17시(비급여) 근무",J01300,무관,시급 / 13000원 ,퇴직금,..,주간,주6일근무,18,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문   ,,정진영,02-2091-2923,도봉구,"서울특별시 도봉구 마들로 676 -1 (도봉동) , 2층(도봉동)",재가요양보호사 채용(방학동),2024-01-29,(시급)13000원 / 서울 도봉구 / 경력 무관,,
J325202401290010,DdA3252401292038,강동어르신방문요양센터(주)토닥복지,노인 요양 복지시설 운영업,550100,요양 보호사 및 간병인,1,J00100,관계없음,J01101,상용직,서울 강동구천호동,,"-근무지: 양재대로127길27-3
-대상자: 3등급할아버지(16:00-19:00)
-시   급: 공단급여(13,000)
-상   태: 다라가 아파서 거동 불편
-조   건: 식사준비, 청소, 일상생활지원",J01300,무관,시급 / 13000원 ,퇴직금,16:00-19:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문 기타  ,,장효심,02-3425-5836,강동구,서울특별시 강동구 천호대로 1095  (천호동) ..,(굽은다리역/3등급할아버지/16:00-19:00)재가요양보호사 모집,2024-01-29,(시급)13000원 / 서울 강동구 / 경력 무관,,
J305202401290002,DdA3052401292031,시니어스초이스홈케어송파점,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01103,계약직(시간제),서울 송파구예랑어린이집 인근지역,,"* 38년생 3등급 여자어르신 케어
* 아들(직장인)과 거주하며 케어시간에는 혼자 계심 
* 워커 사용해서 거동가능하며 이동변기 사용
* 식사지원, 말벗, 주변환경정리, 이동변기 비우기 등 가사 및 일상생활지원
* 근무지- 송파구 석촌동 예랑어린이집 인근지역(석촌동고분군 입구 인근)",J01300,무관,시급 / 13000원 ,퇴직금,12:00~15:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문 팩스  ,,양재희,02-450-1741,광진구,서울특별시 송파구 송파대로 456  (송파동) 웅현빌딩 3층 301호,[석촌동/3등급/여자/오후] 재가 요양보호사 구인,2024-01-29,(시급)13000원 / 서울 송파구 / 경력 무관,,
J001202401290012,DdA0022401292019,트리니티산후조리원(서울드래곤시티점),산후조리원,307902,산후조리 종사원(산모 도우미),5,J00106,고등학교,J01101,상용직,서울 용산구,용산,"근무내용 / 담당업무 : 조리 보조 및 셋팅, 배식, 세척 등
근무형태 : 계약직 채용 후 3개월 내 정규직
근무일 및 휴무 : 주 5일 탄력근무제
교대근무 : 오전 06:30~15:30 / 오후 10:00~19:00 (+초과 근무시 수당 지급) / 월 7일 휴무 + 연차 + 공휴일 대체 휴무",J01300,무관,월급 / 220만원 - 면접 후 협의가능 ,퇴직금,교대근무 오전 06:30~15:30 / 오후 10:00~19:00 ,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),트리니티산후조리원 드래곤시티,서류  면접   ,온라인 기타  ,,임우식,02-731-9520,서울일자리센터 청년일자리센터,서울특별시 용산구 청파로20길 95  (한강로3가) 39층 트리니티산후조리원,산후조리원 조리보조&조리팀원 모집,2024-01-29,(월급)220만원 / 서울 용산구 / 경력 무관,37.531826,162.9627
J313202401290005,DdA3132401292024,다정다감재가복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 서대문구.,,"재가요양보호
-4등급할머니
-09:00~12:00",J01301,신입,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문   ,,이소영,02-330-8783,서대문구,서울특별시 강북구 오패산로67길 38  (번동) 번동,[홍은동]4등급할머니/09:00~12:00/요양보호사 구인,2024-01-29,(시급)12500원 / 서울 서대문구 / 경력 무관,,
J324202401290007,DdA3242401292037,엘림노인복지원,재가노인복지시설,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강동구천호동,,"- 대상자 : 강동역, 천호역 도보 10분 천호동 3등급 할머니(독거/거동 가능)
- 직무 내용 : 정서 지원, 가사 지원, 일상 생활 지원 등
- 장기 요양 급여 적용 근무시간 13:00~16:00, 주5일
- 시급 12,400원",J01300,무관,시급 / 12400원 ,퇴직금,13:00~16:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문 기타  ,,홍수희,02-2147-3682,송파구,서울특별시 송파구 거마로3길 14 -3 (거여동) .,[천호동/3등급할머니/13~16시] 재가요양보호사 모집,2024-01-29,(시급)12400원 / 서울 강동구 / 경력 무관,,
J001202401290007,DdA0402401292032,대한재가노인복지센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 송파구5층,,"4등급 여자 어르신 
집안 청소 및 정리 정돈, 식사 준비, 병원 동행 등",J01300,무관,시급 / 12410원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,   ,방문 기타  ,,허영철,02-731-9535,서울일자리센터 취업상담팀,"서울특별시 송파구 새말로 153  (문정동) 문정동,삼봉빌딩",[가락동] 4등급 여자어르신 요양보호사 구함.,2024-01-29,(시급)12410원 / 서울 송파구 / 경력 무관,,
J321202401290002,DdA3212401292005,소망장기요양센터,노인장기요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구,,"강남고려병원 인근 3등급 할아버지
가사, 일상생활지원 및 정서지원
주5일 13시~16시
12,400원",J01300,무관,시급 / 12400원 ,퇴직금,13:00~16:00,주간,주5일근무,15,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문 기타  ,,정소연,02-879-5040,관악구,서울특별시 관악구 관악로24길 84  (봉천동) (봉천동 2층),고려병원 인근 3등급 할아버지 주5일 오후13~16시,2024-01-29,(시급)12400원 / 서울 관악구 / 경력 무관,,
J306202401290004,DdA3062401292029,120재가복지활동지원센터,방문요양,231101,사회복지사(사회복지시설),1,J00100,관계없음,J01102,계약직,서울 동대문구a동203호,,"-사회복지사 /상담 서류정리 사무업무 전산업무
-월급 2,060,740원
-시간 09시~18시 (주5일)
사회복지사 자격증 필수",J01300,무관,월급 / 207만원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문   ,,정민하,02-2127-4923,동대문구,서울특별시 동대문구 답십리로 55  (전농동) 1층 106호,사회복지사 모집합니다,2024-01-29,(월급)207만원 / 서울 동대문구 / 경력 무관,,
J001202401290010,DdA0022401292012,스마일시니어 초록재가방문요양센터,"재가노인복지시설( 방문요양,방문목욕 )",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 성동구4동,,"☆요양보호사 모집

■대상자: 2등급. 여자어르신.
- 신체활동도움, 일상생활및가사지원, 정서안정유지(말벗격려지지)
-, 기저귀케어 식사도움, 샤워도움
■근무시간: 1200~1600 (240분)
■연락처 : 010-5743-0038
■시급 : 12,400원
■월~토요일 근무, 주6일근무

시간협의가능,중증수당 있음(와상아님)",J01300,무관,시급 / 12400원 ,퇴직금,12:00~16:00,주간,주6일근무,24,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,온라인 방문  ,,황효선,02-731-9508,서울일자리센터 청년일자리센터,서울특별시 성동구 마장로42길 16  (마장동) 7동104호,마장동 세림아파트 2등급 여자어르신 재가요양보호사 채용 12:00~16:00,2024-01-29,(시급)12400원 / 서울 성동구 / 경력 무관,,
J307202401290006,DdA3072401292030,사가정노인복지센터,재가복지,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 노원구석계역 풍림아이원아파트,석계,"- 3등급, 여자어르신
- 장보기, 식사도움, 청소, 목욕도움, 일상생활지원
- 10:00-13:00, 주6일
- 시급 12,500원
- 1호선.6호선 석계역인근, 풍림아이원아파트",J01300,무관,시급 / 12500원 ,퇴직금,10:00-13:00,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문   ,,구현옥,02-2094-2245,중랑구,서울특별시 중랑구 면목로52길 3  (면목동) 면목동,"(석계역인근, 3등급, 오전) 재가요양보호사 구인공고",2024-01-29,(시급)12500원 / 서울 노원구 / 경력 무관,,
J310202401290005,DdA3102401292038,생생노원재가복지센터,그 외 기타 비거주 복지 서비스업,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 노원구,,"3등급 여자어르신(70대) 방문 케어
- 월계동 월계풍림아파트 거주
- 가족: 배우자
- 식사준비, 가사 등 일상생활 지원",J01300,무관,시급 / 12600원 ,퇴직금,15:00-18:00,주간,주6일근무,18,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문   ,,정진영,02-2091-2923,도봉구,서울특별시 노원구 동일로191가길 25  (공릉동) .,재가요양보호사 채용(월계동),2024-01-29,(시급)12600원 / 서울 노원구 / 경력 무관,,
J324202401290002,DdA3242401292011,(주)사랑나눔복지법인,노인요양,550100,요양 보호사 및 간병인,1,J00100,관계없음,J01101,상용직,서울 송파구,,"- 대상자  : 잠실나루역 파크리오아파트 1등급 할머니(독거/기저귀 케어 없음)
- 직무 내용 : 정서 지원, 가사 및 일상 생활 도움 등 입주 케어
- 어르신 요청으로 내국인 지원 희망
- 장기 요양 급여 적용 근무시간 1일 4시간 + 비급여, 주1회 휴무
- 월340만원

* 워크넷 연계위해 주40시간 기재",J01300,무관,월급 / 340만원 ,퇴직금,입주,주간,주6일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,기타   ,,홍수희,02-2147-3682,송파구,"서울특별시 송파구 송파대로 423  (석촌동) 303호, 석촌빌딩",[신천동/1등급할머니/독거] 입주 요양보호사 모집,2024-01-29,(월급)340만원 / 서울 송파구 / 경력 무관,37.504518,127.107335
J311202401290006,DdA3112401292046,하나재가복지센터,방문요양.방문목욕,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 노원구상계 주공 2단지 아파트,,"인지활동, 일상생활지원, 청소, 세탁 등
83세 5등급 독거 남자 어르신",J01301,신입,시급 / 12500원 ,퇴직금,14:00~17:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,방문   ,,이현주,070-7700-8375,노원구,서울특별시 노원구 상계로12길 22  (상계동) 지층(상계동),5등급 남자어르신 오후 재가요양보호사 구인[노원 상계],2024-01-29,(시급)12500원 / 서울 노원구 / 경력 무관,,
J316202401290007,DdA3162401292023,(주)자바펜,국산필기구 전문생산유통하는 문구회사,890000,제조 단순 종사원,2,J00100,관계없음,J01102,계약직,서울 강서구,,"제품(필기구)검수 및 포장
-근로시간: 주 5일, 09:00~17:00(휴게시간 12:00~13:00)
-월급: 1,804,380원

※ 이력서 접수(javapen@javapen.co.kr) 후 면접 일정 개별 통보",J01300,무관,시급 / 9860원 ,퇴직연금,09:00~17:00,주간,주5일근무,35,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류  면접   ,전자우편 기타  ,,이춘순,02-2600-6250,강서구,서울특별시 강서구 화곡로63길 37  (등촌동) 자바펜빌딩 5층 사업본부,(등촌동) 품질관리부 직원 채용,2024-01-29,(시급)9860원 / 서울 강서구 / 경력 무관,37.55747,126.85079
J325202401290006,DdA3252401292026,사랑배달 재가노인복지센터,재가요양,550104,재가 요양보호사,1,J00100,관계없음,J01103,계약직(시간제),경기 하남시신장동(면접시 상세고지예정임),,"-근무지: 하남시 신평로(면접시 상세고지)
-대상자: 3등급할아버지(13:00-16:00)
-시   급: 12,100
-업   무: 가사등 주변정리 및 일상생활지원 업무",J01300,무관,시급 / 12100원 ,퇴직금,13:00-16:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,서류    ,방문 기타  ,,장효심,02-3425-5836,강동구,서울특별시 강동구 양재대로 1522  (길동) 2층 204호(길동),[신장동/3등급할아버지/13:00-16:00] 재가 요양보호사 모집,2024-01-29,(시급)12100원 / 경기 하남시 / 경력 무관,,
J320202401290003,DdA3202401292067,여의도재가복지센터,재가센터,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),"서울 동작구흑석동,명수대현대아파트",흑석,"동작구 흑석동) 3등급할머니 오전재가요양보호사

- 일상가사지원, 신체활동지원등
- 주5일 09:00- 12:00
- 시급: 12,500원
- 문의: 010-9063-8315",J01300,무관,시급 / 12500원 ,퇴직금,09:00- 12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문   ,,공세경,02-820-9378,동작구,서울특별시 영등포구 63로 36  (여의도동) 705호(리버타워),동작구 흑석동) 3등급할머니 오전재가요양보호사 구인,2024-01-29,(시급)12500원 / 서울 동작구 / 경력 무관,,
J312202401290002,DdA3122401292007,파랑새마을재가센터,"방문요양,방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 은평구,,"- 요양보호대상자 : 4등급 할머님
- 직무내용 : 일상가사지원, 신체활동지원, 보행가능하며 치매증상없음
- 장기요양급여 적용 근로시간 : 09:00~13:00 (주6일)
- 장기요양급여 근로시간 외 : 비급여 제공함
- 입주요양여부/휴일 : 입주요양/주 1회 휴무
- 급여의 구성 내용 : 월 330만원 
- 입주요양이나 워크넷 연동위해 주 40시간으로 표기",J01300,무관,월급 / 330만원 ,퇴직금,9:00~18:00,주간,주5일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-28),,면접    ,방문 기타  ,,서경자,02-351-6856,은평구,서울특별시 은평구 갈현로 239  (갈현동) 1층 파랑새마을재가센터,[신사동] 4등급 어르신 입주 요양보호사 선생님 구인합니다.,2024-01-29,(월급)330만원 / 서울 은평구 / 경력 무관,,
